title_1|artist_1|album_1|row_number_1|fingerprint|title_2|artist_2|album_2|row_number_2|similarities|score
Natten drog forbi|Otto Brandenburg|To lys pÃ¥ et bord|14270|9622|013-Natten drog forbi|Otto Brandenburg|To lys pa et  bord (unknown)|18644|[86.02977897353098, 86.02977897353098, 95.92377960216338, 95.92377960216338, 68.08733942868952, 75.86874964911118]|0.9907297089804145
012-Smart Patrol / Mr. DNA|DEOV|Duty Now for the Future (1994)|1229|648|Smart Patrol / Mr. DNA|DEVO|Duty Now for the Future|3425|[90.8704847289177, 88.89503940872385, 41.30032769120838, 41.30032769120838, 86.12549029021689, 89.09533478298299]|0.9976866639290257
Someday|Roachford|Feel|1230|934|Someday ((Feel)|Roachford|Feel|13132|[48.217794307737186, 55.75182466832112, 83.47011117784135, 83.47011117784135, 55.067103588277845, 55.067103588277845]|0.3271014324542857
017-La Recuerdo Asi|Edgar Oceransky|En Vivo Desde Costa Rica (2009)|1231|6348|Edgar Oceransky - La Recuerdo AsÃ­|nan|En Vivo Desde Costa Rica|7908|[55.72486600419857, 55.72486600419857, 9.92614400593142, 9.92614400593142, 86.28401200673525, 90.25109301853918]|0.9112613452496625
017-La Recuerdo Asi|Edgar Oceransky|En Vivo Desde Costa Rica (2009)|1231|6348|La Recuerdo AsÃ­ (En Vivo Desde Costa Rica)|Edgar Oceransky|En Vivo Desde Costa Rica|12200|[46.926202950904056, 50.836719863479395, 95.0212931632136, 95.0212931632136, 86.28401200673525, 90.25109301853918]|0.9393013605619716
Edgar Oceransky - La Recuerdo AsÃ­|nan|En Vivo Desde Costa Rica|7908|6348|La Recuerdo AsÃ­ (En Vivo Desde Costa Rica)|Edgar Oceransky|En Vivo Desde Costa Rica|12200|[41.95322144379052, 48.9454250177556, 9.92614400593142, 9.92614400593142, 99.17702529509799, 99.17702529509799]|0.9241718267145609
La Recuerdo AsÃ­ (En Vivo Desde Costa Rica)|Edgar Oceransky|En Vivo Desde Costa Rica|12200|6348|La Recuerdo AsÃ­ - En Vivo Desde Costa Rica|Edgar Oceransky|nan|16538|[94.98250994960158, 99.98158942063324, 95.0212931632136, 95.0212931632136, 6.767825458589604, 6.767825458589604]|0.21219973423432817
Chrome Invader|Babylon Zoo|King Kong Groover|1236|5529|006-Chrome Invader|Babylon Zoo|King Kong Groover (1998)|10619|[82.64871448898083, 82.64871448898083, 88.9196841637666, 88.9196841637666, 80.23001859329294, 84.09652551345162]|0.995325562684911
Denil|Bia|Naked Power|9157|652|002-Denial|Bia|Naked Power (unknown)|12085|[42.352077441513366, 42.352077441513366, 45.11883639059736, 45.11883639059736, 61.35458207299896, 64.91136943954963]|0.21465193414167802
æ‹ã¯å¤‰ã˜ã‚ƒãªã„ (BUTTERFLY LIMITED EXPRESS)|CASCADE|BUTTERFLY LIMITED EXPRESS|1238|9187|æ‹ã¯å¤‰ã˜ã‚ƒãªã„|CASCADE|BUTTERFLY  EXPRESS|17812|[59.10026539077134, 6.895030962256656, 75.34030360583935, 75.34030360583935, 81.70480731442743, 78.7867784817693]|0.5077857051812973
Deception - Inferno|nan|Inferno|1240|654|Inferno|Deception|Inferno|2091|[40.68376394715325, 43.69737609138682, 7.670202186401552, 7.670202186401552, 75.34030360583935, 75.34030360583935]|0.3877184821260418
Right on Track (Ulli Wengers One Hit Wonder, Volume 5)|Breakfast Club|Ulli Wengers One Hit Wonder, Volume 5|1243|1042|009-Right on Track|nan|Ulli Wengers One Hit Wonder, Vol. V (2003)|1959|[37.93437482455559, 41.82507993476642, 5.414260366871684, 5.414260366871684, 83.94865476806511, 85.94743226254285]|0.5820073072779702
Right on Track (Ulli Wengers One Hit Wonder, Volume 5)|Breakfast Club|Ulli Wengers One Hit Wonder, Volume 5|1243|1042|Right on Track|B. Club|Ulli Wengers One Hit Wonder, Volume 5|4333|[38.50678743236607, 40.38516730711563, 42.943973055328435, 45.20418216350361, 99.93887472388704, 99.93887472388704]|0.9184441967183103
009-Right on Track|nan|Ulli Wengers One Hit Wonder, Vol. V (2003)|1959|1042|Right on Track|B. Club|Ulli Wengers One Hit Wonder, Volume 5|4333|[82.64871448898083, 82.64871448898083, 0.0, 0.0, 83.94865476806511, 85.94743226254285]|0.9892886532910067
kPassion|Gast DÃ©cor|The Pete Tong Collection|1245|657|Passion (The Pete Tong Collection)|Gat DÃ©cor|Pete Pete Tong Collection|13866|[26.337414906176374, 27.933621870187064, 82.1431480925218, 81.27848337575841, 89.2593227655882, 93.22640377739212]|0.6738501726084315
Tonight, Twice|Mark Dufresne|There's a Song in There|1247|9418|Mark Dufresne - Tonight, Twice|nan|There's a Song in There|5370|[60.10815599198605, 61.04734592936084, 11.27970909764934, 11.27970909764934, 98.99481642553664, 98.99481642553664]|0.9821197197185297
Tonight, Twice|Mark Dufresne|There's a Song in There|1247|9418|Tonight, Twice (There's a Song in There)|Mark Dufrresne|There's a Song in There|5569|[48.837876743488664, 48.837876743488664, 88.86973649142395, 88.86973649142395, 98.99481642553664, 98.99481642553664]|0.9787791943298311
Tonight, Twice|Mark Dufresne|There's a Song in There|1247|9418|010-Tonight, Twice|Mark Dufresne|There's a Song in There (unknown)|18262|[82.64871448898083, 81.70952455160604, 92.57264217856661, 92.57264217856661, 81.17574946894005, 84.14559396170615]|0.9955757391000328
Mark Dufresne - Tonight, Twice|nan|There's a Song in There|5370|9418|Tonight, Twice (There's a Song in There)|Mark Dufrresne|There's a Song in There|5569|[39.900849912933346, 58.853753621576686, 10.828520733743368, 10.828520733743368, 98.99481642553664, 98.99481642553664]|0.9470661658898235
Mark Dufresne - Tonight, Twice|nan|There's a Song in There|5370|9418|010-Tonight, Twice|Mark Dufresne|There's a Song in There (unknown)|18262|[60.30592920826786, 62.25128176337328, 11.27970909764934, 11.27970909764934, 81.17574946894005, 84.14559396170615]|0.9079633298469932
Tonight, Twice (There's a Song in There)|Mark Dufrresne|There's a Song in There|5569|9418|010-Tonight, Twice|Mark Dufresne|There's a Song in There (unknown)|18262|[46.68846132252996, 50.57916643274079, 88.86973649142395, 88.86973649142395, 81.17574946894005, 84.14559396170615]|0.8833184807011203
New Way Home - Chrysalis|nan|Mirrors|1248|7201|Chrysalis (Mirrors)|NewW ay Home|Mirrors|13893|[41.06042758204105, 54.74723677605473, 5.865448730777657, 12.182085825461288, 75.34030360583935, 75.34030360583935]|0.5314097694851427
Cripple Bastards - Hydrophobic Web|nan|Your Lies in Check|1249|2053|Hydrophobic Web (Your Lies in Check)|Cripple Bastards|Your Lies in Check|3965|[42.952107668642675, 54.93874236686853, 4.96307200296571, 4.96307200296571, 97.26762775527075, 97.26762775527075]|0.9293676862872521
Cripple Bastards - Hydrophobic Web|nan|Your Lies in Check|1249|2053|Hydrophobic Web|Cripple Bastards|Your Lies in Check|5016|[57.9629888295603, 60.81362762445671, 4.96307200296571, 4.96307200296571, 97.26762775527075, 97.26762775527075]|0.9738600658053375
Cripple Bastards - Hydrophobic Web|nan|Your Lies in Check|1249|2053|052-Hydrophobic Web|Cripple Bastards|Your Lies in Check (2004)|14544|[58.657753688630066, 61.59064137306157, 4.96307200296571, 4.96307200296571, 81.70480731442743, 85.59551242463826]|0.90025060269839
Hydrophobic Web (Your Lies in Check)|Cripple Bastards|Your Lies in Check|3965|2053|Hydrophobic Web|Cripple Bastards|Your Lies in Check|5016|[56.06256296629603, 57.9629888295603, 95.92377960216338, 95.92377960216338, 97.26762775527075, 97.26762775527075]|0.9895268756702952
Hydrophobic Web (Your Lies in Check)|Cripple Bastards|Your Lies in Check|3965|2053|Hydrophobic Web - Your Lies in Check|Cripple Bastards|nan|7880|[93.92982093401258, 99.92534141916232, 95.92377960216338, 95.92377960216338, 4.511883639059736, 4.511883639059736]|0.16773755051457384
Hydrophobic Web (Your Lies in Check)|Cripple Bastards|Your Lies in Check|3965|2053|052-Hydrophobic Web|Cripple Bastards|Your Lies in Check (2004)|14544|[53.769607547910894, 58.657753688630066, 95.92377960216338, 95.92377960216338, 81.70480731442743, 85.59551242463826]|0.9515571064010104
Hydrophobic Web|Cripple Bastards|Your Lies in Check|5016|2053|052-Hydrophobic Web|Cripple Bastards|Your Lies in Check (2004)|14544|[83.61873798362797, 83.61873798362797, 95.92377960216338, 95.92377960216338, 81.70480731442743, 85.59551242463826]|0.9966980717464627
My Lucky Day|Metro|Tree People|1251|660|Metro - My Lucky Day|nan|Tree People|2320|[68.19615350329407, 72.742563736847, 0.0, 0.0, 88.9196841637666, 88.9196841637666]|0.976962631314784
My Lucky Day|Metro|Tree People|1251|660|My Lucky Day (Tree People)|Metro|Tree People|9141|[57.284768942767016, 60.92189712960936, 63.212055882855765, 63.212055882855765, 88.9196841637666, 88.9196841637666]|0.9684880792856566
Metro - My Lucky Day|nan|Tree People|2320|660|My Lucky Day (Tree People)|Metro|Tree People|9141|[51.047586777785824, 65.77285219445481, 0.0, 0.0, 88.9196841637666, 88.9196841637666]|0.9272667539607322
Law of the Bungle, Part II|Jethro Tull|Nightcap: The Unreleased Masters 1973-1991|2923|9690|006-Law of the Bungle, Part II|Jethro Tull|Nightcap: The Unreleased Masters 1973-1991 (2000)|12540|[92.48695950886925, 92.48695950886925, 88.9196841637666, 88.9196841637666, 91.97931220617555, 93.9788624715272]|0.9994608763434624
Law of the Bungle, Part II|Jethro Tull|Nightcap: The Unreleased Masters 1973-1991|2923|9690|Jethro Tull - Law of the Bungle, Part II|nan|Nightcap: The Unreleased Masters 1973-1991|18782|[78.5641914107599, 80.55315828191839, 0.0, 0.0, 99.97751326758213, 99.97751326758213]|0.9971600622228398
006-Law of the Bungle, Part II|Jethro Tull|Nightcap: The Unreleased Masters 1973-1991 (2000)|12540|9690|Jethro Tull - Law of the Bungle, Part II|nan|Nightcap: The Unreleased Masters 1973-1991|18782|[76.80913608239669, 75.81161483457336, 0.0, 0.0, 91.97931220617555, 93.9788624715272]|0.9915972187850913
015-Extacy|Shades of Rhythm|The All Time Greatest Hits of Dance 2 (1993)|1254|662|Extacy|Shades of Rhythm|The All Time Greatest Hits of Dance 2|4772|[52.41043410658485, 52.41043410658485, 95.92377960216338, 95.92377960216338, 90.9443759987372, 93.94254224045382]|0.9723347694119322
Mank - Daybreak|nan|Meridian|1255|1517|005-Daybreak|Mank|Meridian (2004)|13286|[60.92189712960936, 58.1940509894776, 25.717736742640497, 25.717736742640497, 55.86724374037413, 60.65586463240619]|0.4099920909619693
Mank - Daybreak|nan|Meridian|1255|1517|Daybreak (Meridian)|Mank|Meridian|16057|[44.660007786710395, 76.01703453057088, 25.717736742640497, 25.717736742640497, 79.81034820053446, 79.81034820053446]|0.8883244985659732
Mank - Daybreak|nan|Meridian|1255|1517|Daybreak|Mank|Meridian|16697|[55.86724374037413, 60.65586463240619, 25.717736742640497, 25.717736742640497, 79.81034820053446, 79.81034820053446]|0.8659234039752787
Daybreak - Meridian|Mank|nan|2902|1517|Daybreak (Meridian)|Mank|Meridian|16057|[87.00900130480127, 97.76292281438344, 55.067103588277845, 55.067103588277845, 16.24278110061505, 16.24278110061505]|0.21457027623128405
005-Daybreak|Mank|Meridian (2004)|13286|1517|Daybreak (Meridian)|Mank|Meridian|16057|[47.28266642895055, 50.010512569082316, 55.067103588277845, 55.067103588277845, 55.86724374037413, 60.65586463240619]|0.2544602794849393
005-Daybreak|Mank|Meridian (2004)|13286|1517|Daybreak|Mank|Meridian|16697|[63.84827856042757, 63.84827856042757, 55.067103588277845, 55.067103588277845, 55.86724374037413, 60.65586463240619]|0.608404929156155
Daybreak (Meridian)|Mank|Meridian|16057|1517|Daybreak|Mank|Meridian|16697|[47.08810543831533, 51.07862284834206, 55.067103588277845, 55.067103588277845, 79.81034820053446, 79.81034820053446]|0.7903326803042836
003-I've Changed My Number|Plush|Rough Trade Shops: Singer Songwriter 1 (2006)|1257|664|I've Changed My Number (Rough Trade Shops: Singer Songwriter 1)|Plush|Rough Trade Shops: Singer Songwriter 1|3161|[48.729688343382726, 52.70762208569968, 63.212055882855765, 63.212055882855765, 91.95395846812346, 93.95295756525658]|0.9538180003486261
003-I've Changed My Number|Plush|Rough Trade Shops: Singer Songwriter 1 (2006)|1257|664|I've Changed My Number|Plush|Rough Trade Shops: Singer Songwriter 1|7180|[90.8704847289177, 90.8704847289177, 63.212055882855765, 63.212055882855765, 91.95395846812346, 93.95295756525658]|0.9991168117124817
I've Changed My Number (Rough Trade Shops: Singer Songwriter 1)|Plush|Rough Trade Shops: Singer Songwriter 1|3161|664|I've Changed My Number|Plush|Rough Trade Shops: Singer Songwriter 1|7180|[51.36157832504044, 53.337023645234304, 63.212055882855765, 63.212055882855765, 99.94995485665595, 99.94995485665595]|0.9812294643149335
007-Nachwort|The Albert Mangelsdorff Quartet|Never Let It End (unknown)|1258|1515|Nachwort|The Albert Mangelsdorff Quartet|Never Let It End|13904|[63.84827856042757, 63.84827856042757, 99.79705693637044, 99.79705693637044, 72.90207249764417, 76.73902368173071]|0.9439676053837928
Honey Coral Rock (Negril)|Eric Gale|Negril|1259|665|Eric Gale - Honey Coral Rock|nan|Negril|5117|[59.59572318005487, 64.56203344505944, 7.670202186401552, 7.670202186401552, 69.8805788087798, 69.8805788087798]|0.7170551134555841
Honey Coral Rock (Negril)|Eric Gale|Negril|1259|665|Honey Coral Rock - Negril|Eric Gale|nan|8692|[91.38010887608414, 99.32620530009146, 83.47011117784135, 83.47011117784135, 0.0, 9.92614400593142]|0.13246665598081211
The Fall|Frankie Rose|Interstellar|1260|2542|0B5-The Fall|Rose Rose|Interstellar (2012)|4898|[63.84827856042757, 63.84827856042757, 47.57796337136956, 55.9249744891537, 70.01471759671524, 75.47040987697876]|0.8778821533301587
Lata Mangeshkar - Katate Hai Dukh Mein Yeh Din|nan|Maestros - Masters of Melody Disc 1|1262|4895|Katate Hai Dukh Mein Yeh Din|Lata Mangeshkar|Maestros - Masters of Melody Disc 1|9465|[75.7189623575473, 77.71156663011433, 9.92614400593142, 9.92614400593142, 99.90881180344455, 99.90881180344455]|0.9966569579836172
Lata Mangeshkar - Katate Hai Dukh Mein Yeh Din|nan|Maestros - Masters of Melody Disc 1|1262|4895|Katate Hai Dukh Mein Yeh Din (Maestros - Masters of Melody Disc 1)|Lata Mangeshkar|Maestros - Masters of MelodyD isc 1|13476|[49.994948029908144, 67.99312932067508, 9.92614400593142, 9.92614400593142, 96.91154744934121, 96.91154744934121]|0.9735071198857816
Katate Hai Dukh Mein Yeh Din|Lata Mangeshkar|Maestros - Masters of Melody Disc 1|9465|4895|Katate Hai Dukh Mein Yeh Din (Maestros - Masters of Melody Disc 1)|Lata Mangeshkar|Maestros - Masters of MelodyD isc 1|13476|[59.77812817701102, 61.770732449578055, 95.0212931632136, 95.0212931632136, 96.91154744934121, 96.91154744934121]|0.9924077629734356
Katate Hai Dukh Mein Yeh Din (Maestros - Masters of Melody Disc 1)|Lata Mangeshkar|Maestros - Masters of MelodyD isc 1|13476|4895|Katate Hai Dukh Mein Yeh Din - Maestros - Masters of Melody Disc 1|Lata Mangeshkar|nan|14857|[96.99982049168383, 99.99981493988024, 95.0212931632136, 95.0212931632136, 2.255941819529868, 2.707130183435842]|0.15723962376774592
Breakdancing Ronald Reagan - The Black Darfuur Agenda|nan|666 Is for Pussies|1264|7218|The Black Darfur Agenda (666 Is for Pussies)|Breakdancing Ronald Reagan|666 Is for Pussies|13927|[46.99291554547051, 55.99155894779465, 9.474955642025446, 9.474955642025446, 97.26762775527075, 97.26762775527075]|0.9472859660570693
The Black Darfur Agenda (666 Is for Pussies)|Breakdancing Ronald Reagan|666 Is for Pussies|13927|7218|The Black Darfur Agenda - 666 Is for Pussies|Breakdancing Ronald Reagan|nan|16494|[94.98568035786593, 99.98492669249045, 99.44834355792392, 99.44834355792392, 0.0, 0.0]|0.11986565259287658
Three Nocturnes, Op. 9 No. 3 in B major (21 Nocturnes (Andrzej Wasowski))|FrÃ©dÃ©ric Chopin|21 Nocturnes (Andrzej Wasowski)|1266|5618|Three Nocturnes, Op. 9 No. 3 in B major|FrÃ©dÃ©ric Chopin|21 Nocturnes (Andrzej Wasowski)|1679|[69.97131855147141, 70.97090881649244, 96.6626730039674, 96.6626730039674, 99.79705693637044, 99.79705693637044]|0.9979255539349968
Three Nocturnes, Op. 9 No. 3 in B major (21 Nocturnes (Andrzej Wasowski))|FrÃ©dÃ©ric Chopin|21 Nocturnes (Andrzej Wasowski)|1266|5618|006-Three Nocturnes, Op. 9 No. 3 in B major|Frederic Chopin|21 Nocturnes (Andrzej Wasowski) (unknown)|10791|[66.98766491182427, 69.98711259444327, 76.96724746220302, 88.36980264178865, 85.82546896527857, 87.82141010400598]|0.9875198763932812
Three Nocturnes, Op. 9 No. 3 in B major|FrÃ©dÃ©ric Chopin|21 Nocturnes (Andrzej Wasowski)|1679|5618|006-Three Nocturnes, Op. 9 No. 3 in B major|Frederic Chopin|21 Nocturnes (Andrzej Wasowski) (unknown)|10791|[94.96107517699691, 94.96107517699691, 76.96724746220302, 88.36980264178865, 85.82546896527857, 87.82141010400598]|0.9990984679415207
The Joy of Nature - As Long as There Is Beauty|nan|My Work Is Done, Part I: Times of Experience|1267|9505|As Long as There Is Beauty (My Work Is Done, Part I: Times of Experience)|Joy of Nature|My Work Is Done, Part I: Times of Experience|18432|[43.99555426631917, 57.994139714693446, 5.414260366871684, 11.27970909764934, 99.98492669249045, 99.98492669249045]|0.9575958883575506
Georges Brassens - Les Copains d'abord|nan|Volume 8 : Les Copains d'abord|1268|5372|Les Copains d'abord (Volume 8 : Les Copains d'abord)|Georges Brassens|Volume 8 : Les Copains d'abord|9449|[59.969972913993566, 66.96646975395949, 9.474955642025446, 9.474955642025446, 99.75212478233337, 99.75212478233337]|0.9873084416293063
Georges Brassens - Les Copains d'abord|nan|Volume 8 : Les Copains d'abord|1268|5372|Ls Copains d'abord|Georges Brassens|Volume 8 : Les Copains d'abord|13646|[62.25128176337328, 65.1693105960314, 9.474955642025446, 9.474955642025446, 99.75212478233337, 99.75212478233337]|0.9876049705994269
Les Copains d'abord (Volume 8 : Les Copains d'abord)|Georges Brassens|Volume 8 : Les Copains d'abord|9449|5372|Ls Copains d'abord|Georges Brassens|Volume 8 : Les Copains d'abord|13646|[49.606490155188084, 53.49719526539891, 95.92377960216338, 95.92377960216338, 99.75212478233337, 99.75212478233337]|0.9862836895494054
Novi Singers - All Together|nan|Go Right: Jazz From Poland 1963-75|1270|670|All Together|Novi Singers|Go Right: Jazz From Poland 1963-75|9692|[56.37548689605643, 59.10333303618819, 5.865448730777657, 12.182085825461288, 99.88862248521552, 99.88862248521552]|0.9778375536667666
Novi Singers - All Together|nan|Go Right: Jazz From Poland 1963-75|1270|670|003-Together All|Novi Singers|Go Right: Jazz From Poland 1963-75 (1999)|12454|[40.28798743290862, 56.595029965276396, 5.865448730777657, 12.182085825461288, 90.89864646154612, 92.89641891125044]|0.8792944471378786
All Together|Novi Singers|Go Right: Jazz From Poland 1963-75|9692|670|003-Together All|Novi Singers|Go Right: Jazz From Poland 1963-75 (1999)|12454|[51.82907666250349, 78.19825601711052, 90.92820467105875, 90.92820467105875, 90.89864646154612, 92.89641891125044]|0.9909390818937369
"Georg Friedrich HÃ¤ndel - Alessandro: Rezitativ ""Fra gli uomini"""|nan|Alessandro|1271|3977|"ALESSANDRO: REZITATIV ""FRA GLI UOMINI"""|Georg Friedrich HÃ¤ndel|Alessandro|7667|[19.98999097133119, 75.96196569105851, 3.609506911247789, 3.609506911247789, 86.46647167633873, 86.46647167633873]|0.7833771734357465
The Human Echo - Exacto|nan|Sonic Blanket|1272|713|011-Exacto|The Human Echo|Sonic Blanket (unknown)|2351|[36.31591810406227, 38.90991225435243, 10.828520733743368, 10.828520733743368, 66.65230236856796, 70.35520805571062]|0.1647599958093584
The Human Echo - Exacto|nan|Sonic Blanket|1272|713|Exacto|The Human Echo|Sonic Blanket|12382|[28.65103731159972, 30.747454675863114, 10.828520733743368, 10.828520733743368, 92.57264217856661, 92.57264217856661]|0.5548062375311653
The Human Echo - Exacto|nan|Sonic Blanket|1272|713|Exacto (Sonic Blanket)|Human Echo|Sonic Blanket|13338|[30.619402463004878, 48.39841034474965, 13.986839281085182, 13.986839281085182, 92.57264217856661, 92.57264217856661]|0.7754738136892262
Exacto - Sonic Blanket|Human Echo|nan|1357|713|Exacto (Sonic Blanket)|Human Echo|Sonic Blanket|13338|[89.88276206882077, 98.77226600969315, 86.46647167633873, 86.46647167633873, 17.145157828426996, 11.27970909764934]|0.2856027207160973
011-Exacto|The Human Echo|Sonic Blanket (unknown)|2351|713|Exacto|The Human Echo|Sonic Blanket|12382|[52.41043410658485, 52.41043410658485, 93.9189937374782, 93.9189937374782, 66.65230236856796, 70.35520805571062]|0.7147465350055526
011-Exacto|The Human Echo|Sonic Blanket (unknown)|2351|713|Exacto (Sonic Blanket)|Human Echo|Sonic Blanket|13338|[32.85725923700872, 40.639241687879206, 71.76717149136114, 71.76717149136114, 66.65230236856796, 70.35520805571062]|0.28352853964367986
